Date,Name,Status, Effort 
26-05-2023,Employee 17,Non-Billable, 1.000 
26-05-2023,Employee 18,Non-Billable, 8.000 
26-05-2023,Employee 19,Billable, 7.000 
26-05-2023,Employee 19,Non-Billable, 1.000 
26-05-2023,Employee 20,Billable, 5.500 
26-05-2023,Employee 20,Non-Billable, 0.250 
26-05-2023,Employee 21,Billable, 9.500 
26-05-2023,Employee 22,Billable, 5.000 
26-05-2023,Employee 22,Non-Billable, 3.000 
26-05-2023,Employee 24,Billable, 7.250 
26-05-2023,Employee 25,Billable, 7.083 
26-05-2023,Employee 26,Non-Billable, 7.500 
26-05-2023,Employee 30,Billable, 5.500 
26-05-2023,Employee 30,Non-Billable, 2.000 
28-05-2023,Employee 10,Billable, 5.500 
29-05-2023,Employee 02,Non-Billable, 6.833 
29-05-2023,Employee 06,Billable, 6.550 
29-05-2023,Employee 08,Billable, 6.833 
29-05-2023,Employee 09,Billable, 10.000 
29-05-2023,Employee 10,Billable, 4.500 
29-05-2023,Employee 11,Non-Billable, 8.000 
29-05-2023,Employee 12,Billable, 2.750 
29-05-2023,Employee 14,Billable, 7.583 
29-05-2023,Employee 15,Billable, 8.833 
29-05-2023,Employee 21,Billable, 10.500 
29-05-2023,Employee 22,Billable, 4.500 
29-05-2023,Employee 24,Billable, 2.000 
29-05-2023,Employee 25,Billable, 6.500 
29-05-2023,Employee 26,Non-Billable, 7.250 
29-05-2023,Employee 28,Billable, 6.500 
29-05-2023,Employee 28,Non-Billable, 0.667 
29-05-2023,Employee 29,Non-Billable, 7.750 
30-05-2023,Employee 01,Non-Billable, 8.000 
30-05-2023,Employee 02,Non-Billable, 6.667 
30-05-2023,Employee 04,Non-Billable, 8.000 
30-05-2023,Employee 05,Billable, 7.000 
30-05-2023,Employee 06,Billable, 8.217 
30-05-2023,Employee 07,Billable, 5.000 
30-05-2023,Employee 07,Non-Billable, 1.000 
30-05-2023,Employee 08,Billable, 6.667 
30-05-2023,Employee 10,Billable, 7.150 
30-05-2023,Employee 11,Non-Billable, 8.000 
30-05-2023,Employee 12,Billable, 8.000 
30-05-2023,Employee 14,Billable, 7.583 
30-05-2023,Employee 15,Billable, 8.500 
30-05-2023,Employee 18,Non-Billable, 8.000 
30-05-2023,Employee 19,Billable, 7.250 
30-05-2023,Employee 20,Billable, 5.500 
30-05-2023,Employee 20,Non-Billable, 1.500 
30-05-2023,Employee 21,Billable, 10.500 
30-05-2023,Employee 24,Billable, 8.250 
30-05-2023,Employee 25,Billable, 7.667 
30-05-2023,Employee 26,Non-Billable, 8.000 
30-05-2023,Employee 28,Billable, 7.000 
30-05-2023,Employee 28,Non-Billable, 1.000 
30-05-2023,Employee 29,Non-Billable, 9.250 
30-05-2023,Employee 30,Billable, 7.500 
31-05-2023,Employee 01,Non-Billable, 8.000 
31-05-2023,Employee 02,Non-Billable, 6.500 
31-05-2023,Employee 03,Billable, 11.500 
31-05-2023,Employee 04,Non-Billable, 8.000 
31-05-2023,Employee 06,Billable, 8.117 
31-05-2023,Employee 07,Billable, 7.000 
31-05-2023,Employee 07,Non-Billable, 0.333 
31-05-2023,Employee 08,Billable, 4.333 
31-05-2023,Employee 10,Billable, 8.083 
31-05-2023,Employee 11,Non-Billable, 8.000 
31-05-2023,Employee 12,Billable, 8.000 
31-05-2023,Employee 14,Billable, 5.583 
31-05-2023,Employee 15,Billable, 7.750 
31-05-2023,Employee 16,Non-Billable, 7.000 
31-05-2023,Employee 17,Billable, 7.000 
31-05-2023,Employee 18,Non-Billable, 8.000 
31-05-2023,Employee 19,Billable, 8.000 
31-05-2023,Employee 20,Billable, 6.417 
31-05-2023,Employee 20,Non-Billable, 0.333 
31-05-2023,Employee 21,Billable, 9.500 
31-05-2023,Employee 22,Billable, 6.500 
31-05-2023,Employee 22,Non-Billable, 1.000 
31-05-2023,Employee 24,Billable, 6.917 
31-05-2023,Employee 24,Non-Billable, 1.000 
31-05-2023,Employee 25,Billable, 7.500 
31-05-2023,Employee 26,Non-Billable, 8.083 
31-05-2023,Employee 28,Billable, 5.000 
31-05-2023,Employee 28,Non-Billable, 2.500 
31-05-2023,Employee 29,Billable, 1.500 
31-05-2023,Employee 29,Non-Billable, 6.500 
31-05-2023,Employee 30,Billable, 7.000 
01-06-2023,Employee 01,Non-Billable, 8.000 
01-06-2023,Employee 03,Billable, 7.000 
01-06-2023,Employee 04,Non-Billable, 8.000 
01-06-2023,Employee 06,Billable, 6.133 
01-06-2023,Employee 06,Non-Billable, 1.750 
01-06-2023,Employee 07,Billable, 6.000 
01-06-2023,Employee 07,Non-Billable, 1.500 
01-06-2023,Employee 08,Billable, 7.833 
01-06-2023,Employee 10,Billable, 13.250 
01-06-2023,Employee 11,Non-Billable, 8.000 
01-06-2023,Employee 12,Billable, 7.250 
01-06-2023,Employee 12,Non-Billable, 1.000 
01-06-2023,Employee 14,Billable, 6.833 
01-06-2023,Employee 14,Non-Billable, 1.000 
01-06-2023,Employee 15,Billable, 9.250 
01-06-2023,Employee 17,Billable, 6.500 
01-06-2023,Employee 17,Non-Billable, 1.000 
01-06-2023,Employee 18,Non-Billable, 8.000 
01-06-2023,Employee 19,Billable, 7.750 
01-06-2023,Employee 19,Non-Billable, 1.000 
01-06-2023,Employee 20,Billable, 5.000 
01-06-2023,Employee 20,Non-Billable, 1.000 
01-06-2023,Employee 21,Billable, 8.500 
01-06-2023,Employee 22,Billable, 6.667 
01-06-2023,Employee 22,Non-Billable, 0.667 
01-06-2023,Employee 24,Billable, 8.000 
01-06-2023,Employee 25,Billable, 8.083 
01-06-2023,Employee 26,Non-Billable, 8.750 
01-06-2023,Employee 28,Non-Billable, 7.000 
01-06-2023,Employee 29,Billable, 2.500 
01-06-2023,Employee 29,Non-Billable, 5.000 
02-06-2023,Employee 01,Non-Billable, 8.000 
02-06-2023,Employee 02,Non-Billable, 6.833 
02-06-2023,Employee 03,Billable, 11.500 
02-06-2023,Employee 06,Billable, 7.050 
02-06-2023,Employee 06,Non-Billable, 1.000 
02-06-2023,Employee 07,Billable, 7.000 
02-06-2023,Employee 07,Non-Billable, 0.500 
02-06-2023,Employee 08,Billable, 7.333 
02-06-2023,Employee 09,Billable, 6.000 
02-06-2023,Employee 10,Billable, 8.500 
02-06-2023,Employee 11,Non-Billable, 8.000 
02-06-2023,Employee 12,Billable, 7.500 
02-06-2023,Employee 12,Non-Billable, 1.000 
02-06-2023,Employee 14,Billable, 5.500 
02-06-2023,Employee 14,Non-Billable, 1.500 
02-06-2023,Employee 15,Billable, 6.750 
02-06-2023,Employee 17,Billable, 7.500 
02-06-2023,Employee 17,Non-Billable, 0.250 
02-06-2023,Employee 18,Non-Billable, 8.000 
02-06-2023,Employee 19,Billable, 8.667 
02-06-2023,Employee 21,Billable, 9.500 
02-06-2023,Employee 22,Billable, 7.250 
02-06-2023,Employee 22,Non-Billable, 1.000 
02-06-2023,Employee 24,Billable, 7.750 
02-06-2023,Employee 25,Billable, 8.250 
02-06-2023,Employee 26,Non-Billable, 8.167 
02-06-2023,Employee 28,Non-Billable, 7.500 
04-06-2023,Employee 10,Billable, 2.500 
05-06-2023,Employee 01,Non-Billable, 8.000 
05-06-2023,Employee 02,Non-Billable, 7.667 
05-06-2023,Employee 03,Billable, 7.500 
05-06-2023,Employee 04,Non-Billable, 8.000 
05-06-2023,Employee 05,Billable, 6.750 
05-06-2023,Employee 07,Billable, 5.000 
05-06-2023,Employee 09,Billable, 4.000 
05-06-2023,Employee 10,Billable, 7.000 
05-06-2023,Employee 12,Billable, 8.000 
05-06-2023,Employee 19,Billable, 7.333 
05-06-2023,Employee 20,Billable, 6.167 
05-06-2023,Employee 20,Non-Billable, 1.333 
05-06-2023,Employee 21,Billable, 8.000 
05-06-2023,Employee 22,Billable, 7.500 
05-06-2023,Employee 25,Billable, 6.833 
05-06-2023,Employee 26,Non-Billable, 8.750 
05-06-2023,Employee 28,Non-Billable, 8.000 
05-06-2023,Employee 29,Non-Billable, 7.500 
06-06-2023,Employee 01,Non-Billable, 8.000 
06-06-2023,Employee 02,Non-Billable, 6.667 
06-06-2023,Employee 03,Billable, 9.000 
06-06-2023,Employee 04,Non-Billable, 8.000 
06-06-2023,Employee 05,Billable, 6.750 
06-06-2023,Employee 09,Billable, 3.000 
06-06-2023,Employee 10,Billable, 7.000 
06-06-2023,Employee 12,Billable, 8.500 
06-06-2023,Employee 14,Billable, 4.500 
06-06-2023,Employee 14,Non-Billable, 4.250 
06-06-2023,Employee 19,Billable, 8.000 
06-06-2023,Employee 20,Billable, 5.750 
06-06-2023,Employee 21,Billable, 8.000 
06-06-2023,Employee 25,Billable, 7.000 
06-06-2023,Employee 28,Non-Billable, 8.000 
06-06-2023,Employee 29,Billable, 2.500 
06-06-2023,Employee 29,Non-Billable, 5.500 
07-06-2023,Employee 01,Non-Billable, 8.000 
07-06-2023,Employee 02,Non-Billable, 7.583 
07-06-2023,Employee 04,Non-Billable, 8.000 
07-06-2023,Employee 07,Billable, 7.833 
07-06-2023,Employee 08,Billable, 13.833 
07-06-2023,Employee 09,Billable, 4.000 
07-06-2023,Employee 12,Billable, 8.000 
07-06-2023,Employee 14,Billable, 11.000 
07-06-2023,Employee 15,Billable, 6.833 
07-06-2023,Employee 15,Non-Billable, 1.583 
07-06-2023,Employee 19,Billable, 7.500 
07-06-2023,Employee 25,Billable, 7.750 
07-06-2023,Employee 29,Billable, 2.750 
07-06-2023,Employee 29,Non-Billable, 6.000 
08-06-2023,Employee 01,Non-Billable, 8.000 
08-06-2023,Employee 02,Non-Billable, 1.917 
08-06-2023,Employee 04,Non-Billable, 8.000 
08-06-2023,Employee 05,Billable, 5.750 
08-06-2023,Employee 07,Billable, 8.000 
08-06-2023,Employee 09,Billable, 2.000 
08-06-2023,Employee 12,Billable, 7.500 
08-06-2023,Employee 14,Billable, 8.000 
08-06-2023,Employee 15,Billable, 8.167 
08-06-2023,Employee 15,Non-Billable, 0.500 
08-06-2023,Employee 17,Billable, 7.000 
08-06-2023,Employee 19,Billable, 7.917 
08-06-2023,Employee 20,Billable, 2.000 
08-06-2023,Employee 24,Billable, 6.917 
08-06-2023,Employee 24,Non-Billable, 1.500 
08-06-2023,Employee 25,Billable, 2.250 
