SNo,E. Code,Name,Shift,S. InTime,S. OutTime,A. InTime,A. OutTime,Work Dur.,OT,Tot. Dur.,LateBy,EarlyGoingBy,Status,Punch Records,Date,In_Hours,Missed_swipe_ins,Missed_swipe_outs,Difference
17,00019,00019,GS,09:30,23:30,12:48,20:57,8:09,00:00,8:09,3:18,2:32,Present ,"12:48:in(Aidas Tech),12:48:(Aidas Tech),13:24:out(Aidas Tech),14:32:in(Aidas Tech),16:38:out(Aidas Tech),17:27:in(Aidas Tech),19:10:out(Aidas Tech),19:14:(Aidas Tech),20:49:in(Aidas Tech),20:49:(Aidas Tech),20:57:out(Aidas Tech),",2023-01-06 00:00:00,04:33,0,3,03:36
18,00021,00021,GS,09:30,23:30,10:11,19:01,8:50,00:00,8:50,00:41,4:28,Present ,"10:11:in(Aidas Tech),10:37:out(Aidas Tech),10:41:(Aidas Tech),10:43:in(Aidas Tech),11:53:out(Aidas Tech),13:25:in(Aidas Tech),14:32:out(Aidas Tech),16:38:in(Aidas Tech),17:29:out(Aidas Tech),17:29:(Aidas Tech),17:35:in(Aidas Tech),19:01:out(Aidas Tech),",2023-01-06 00:00:00,05:00,0,2,03:50
19,00024,00024,GS,09:30,23:30,14:34,22:26,7:52,00:00,7:52,5:04,1:03,Present ,"14:34:in(Aidas Tech),16:39:out(Aidas Tech),17:29:in(Aidas Tech),18:13:out(Aidas Tech),19:27:in(Aidas Tech),19:27:(Aidas Tech),22:10:out(Aidas Tech),22:15:in(Aidas Tech),22:26:out(Aidas Tech),",2023-01-06 00:00:00,05:43,0,1,02:09
20,00026,00026,GS,09:30,23:30,11:53,20:59,9:06,00:00,9:06,2:23,2:30,Present ,"11:53:in(Aidas Tech),11:57:(Aidas Tech),12:01:out(Aidas Tech),13:24:in(Aidas Tech),14:30:out(Aidas Tech),14:30:(Aidas Tech),15:25:in(Aidas Tech),15:31:out(Aidas Tech),16:38:in(Aidas Tech),17:32:out(Aidas Tech),17:32:(Aidas Tech),18:46:in(Aidas Tech),18:50:(Aidas Tech),19:59:out(Aidas Tech),20:02:(Aidas Tech),20:59:in(Aidas Tech),",2023-01-06 00:00:00,03:19,0,5,05:47
21,00027,00027,GS,09:30,23:30,16:24,22:18,5:54,00:00,5:54,6:54,1:11,Present ,"16:24:in(Aidas Tech),16:38:out(Aidas Tech),17:30:in(Aidas Tech),18:10:out(Aidas Tech),18:15:(Aidas Tech),19:01:in(Aidas Tech),19:05:(Aidas Tech),20:26:out(Aidas Tech),20:29:(Aidas Tech),22:04:in(Aidas Tech),22:07:(Aidas Tech),22:18:out(Aidas Tech),",2023-01-06 00:00:00,02:26,0,4,03:28
22,00028,00028,GS,09:30,23:30,15:26,20:59,5:33,00:00,5:33,5:56,2:30,Present ,"15:26:in(Aidas Tech),16:02:out(Aidas Tech),16:04:(Aidas Tech),16:38:in(Aidas Tech),17:29:out(Aidas Tech),18:43:in(Aidas Tech),18:48:(Aidas Tech),20:47:out(Aidas Tech),20:49:(Aidas Tech),20:59:in(Aidas Tech),",2023-01-06 00:00:00,03:26,0,3,02:07
23,00030,00030,GS,09:30,23:30,10:05,20:59,10:54,00:00,10:54,00:35,2:30,Present ,"10:05:in(Aidas Tech),13:34:out(Aidas Tech),14:17:in(Aidas Tech),14:24:out(Aidas Tech),14:26:(Aidas Tech),16:39:in(Aidas Tech),17:28:out(Aidas Tech),18:10:in(Aidas Tech),18:15:(Aidas Tech),20:59:out(Aidas Tech),",2023-01-06 00:00:00,07:09,0,2,03:45
28,00036,00036,GS,09:30,23:30,14:24,22:24,8:00,00:00,8:00,4:54,1:05,Present ,"14:24:in(Aidas Tech),16:39:out(Aidas Tech),17:31:in(Aidas Tech),18:14:out(Aidas Tech),18:20:in(Aidas Tech),19:20:out(Aidas Tech),19:29:in(Aidas Tech),20:34:out(Aidas Tech),20:39:(Aidas Tech),21:35:in(Aidas Tech),21:39:(Aidas Tech),22:24:out(Aidas Tech),",2023-01-06 00:00:00,05:48,0,2,02:12
31,00041,00041,GS,09:30,23:30,09:30,18:08,8:38,00:00,8:38,00:00,5:21,Present ,"09:30:in(Aidas Tech),13:34:out(Aidas Tech),14:33:in(Aidas Tech),14:33:(Aidas Tech),14:34:(Aidas Tech),14:36:(Aidas Tech),14:36:(Aidas Tech),15:28:out(Aidas Tech),15:36:in(Aidas Tech),16:39:out(Aidas Tech),17:31:in(Aidas Tech),18:08:out(Aidas Tech),",2023-01-06 00:00:00,06:36,0,4,02:02
6,0003,0003,GS,09:30,23:30,12:59,19:34,6:35,00:00,6:35,3:29,3:55,Present ,"12:59:in(Aidas Tech),14:30:out(Aidas Tech),15:00:in(Aidas Tech),17:02:out(Aidas Tech),17:26:in(Aidas Tech),19:34:out(Aidas Tech),",2023-01-09 00:00:00,05:41,0,0,00:54
8,006,006,GS,09:30,23:30,13:52,21:28,7:36,00:00,7:36,4:22,2:01,Present ,"13:52:in(Aidas Tech),18:17:out(Aidas Tech),18:20:(Aidas Tech),18:20:(Aidas Tech),21:28:in(Aidas Tech),",2023-01-09 00:00:00,04:25,0,2,03:11
9,007,007,GS,09:30,23:30,09:48,19:45,9:57,00:00,9:57,00:18,3:44,Present ,"09:48:in(Aidas Tech),13:10:out(Aidas Tech),14:04:in(Aidas Tech),16:30:out(Aidas Tech),16:33:(Aidas Tech),19:45:in(Aidas Tech),",2023-01-09 00:00:00,05:48,0,1,04:09
10,00007,00007,GS,09:30,23:30,13:45,20:48,7:03,00:00,7:03,4:15,2:41,Present ,"13:45:in(Aidas Tech),13:50:(Aidas Tech),13:55:out(Aidas Tech),16:04:in(Aidas Tech),16:09:(Aidas Tech),16:09:(Aidas Tech),16:23:out(Aidas Tech),16:25:(Aidas Tech),16:25:(Aidas Tech),19:22:in(Aidas Tech),19:48:out(Aidas Tech),20:48:in(Aidas Tech),",2023-01-09 00:00:00,00:45,0,5,06:18
11,0008,0008,GS,09:30,23:30,11:19,20:09,8:50,00:00,8:50,1:49,3:20,Present ,"11:19:in(Aidas Tech),13:22:out(Aidas Tech),14:04:in(Aidas Tech),15:27:out(Aidas Tech),16:08:in(Aidas Tech),17:02:out(Aidas Tech),17:05:(Aidas Tech),19:22:in(Aidas Tech),19:48:out(Aidas Tech),20:09:in(Aidas Tech),",2023-01-09 00:00:00,04:46,0,1,04:04
12,0009,0009,GS,09:30,23:30,09:59,19:32,9:33,00:00,9:33,00:29,3:57,Present ,"09:59:in(Aidas Tech),09:59:(Aidas Tech),10:12:out(Aidas Tech),10:19:in(Aidas Tech),10:19:(Aidas Tech),12:13:out(Aidas Tech),12:17:(Aidas Tech),12:17:(Aidas Tech),13:12:in(Aidas Tech),14:03:out(Aidas Tech),14:03:(Aidas Tech),15:09:in(Aidas Tech),15:23:out(Aidas Tech),16:30:in(Aidas Tech),16:35:out(Aidas Tech),17:39:in(Aidas Tech),18:28:out(Aidas Tech),19:32:in(Aidas Tech),",2023-01-09 00:00:00,04:06,0,5,05:27
13,010,010,GS,09:30,23:30,10:16,19:09,8:53,00:00,8:53,00:46,4:20,Present ,"10:16:in(Aidas Tech),10:16:(Aidas Tech),10:24:out(Aidas Tech),10:24:(Aidas Tech),10:24:(Aidas Tech),11:11:in(Aidas Tech),11:13:(Aidas Tech),11:13:(Aidas Tech),13:10:out(Aidas Tech),13:56:in(Aidas Tech),13:56:(Aidas Tech),14:00:(Aidas Tech),14:00:(Aidas Tech),15:51:out(Aidas Tech),16:10:in(Aidas Tech),17:37:out(Aidas Tech),17:42:(Aidas Tech),19:09:in(Aidas Tech),",2023-01-09 00:00:00,05:23,0,9,03:30
14,00015,00015,GS,09:30,23:30,10:35,19:52,9:17,00:00,9:17,1:05,3:37,Present ,"10:35:in(Aidas Tech),14:09:out(Aidas Tech),15:59:in(Aidas Tech),16:03:(Aidas Tech),17:02:out(Aidas Tech),17:26:in(Aidas Tech),18:21:out(Aidas Tech),18:23:(Aidas Tech),19:52:in(Aidas Tech),",2023-01-09 00:00:00,05:28,0,2,03:49
17,00019,00019,GS,09:30,23:30,12:57,21:28,8:31,00:00,8:31,3:27,2:01,Present ,"12:57:in(Aidas Tech),13:12:out(Aidas Tech),13:56:in(Aidas Tech),15:10:out(Aidas Tech),15:23:in(Aidas Tech),16:51:out(Aidas Tech),16:57:in(Aidas Tech),17:05:out(Aidas Tech),17:06:(Aidas Tech),17:40:in(Aidas Tech),18:28:out(Aidas Tech),20:25:in(Aidas Tech),20:25:(Aidas Tech),20:26:(Aidas Tech),20:29:(Aidas Tech),21:28:out(Aidas Tech),",2023-01-09 00:00:00,04:52,0,4,03:39
18,00021,00021,GS,09:30,23:30,10:06,17:50,7:44,00:00,7:44,00:36,5:39,Present ,"10:06:in(Aidas Tech),10:54:out(Aidas Tech),11:09:in(Aidas Tech),12:55:out(Aidas Tech),12:58:(Aidas Tech),13:10:in(Aidas Tech),14:09:out(Aidas Tech),14:22:in(Aidas Tech),14:29:out(Aidas Tech),17:50:in(Aidas Tech),",2023-01-09 00:00:00,03:40,0,1,04:04
19,00024,00024,GS,09:30,23:30,13:45,20:49,7:04,00:00,7:04,4:15,2:40,Present ,"13:45:in(Aidas Tech),15:27:out(Aidas Tech),16:09:in(Aidas Tech),19:21:out(Aidas Tech),19:48:in(Aidas Tech),20:49:out(Aidas Tech),",2023-01-09 00:00:00,05:55,0,0,01:09
20,00026,00026,GS,09:30,23:30,13:43,20:54,7:11,00:00,7:11,4:13,2:35,Present ,"13:43:in(Aidas Tech),16:00:out(Aidas Tech),16:04:(Aidas Tech),17:40:in(Aidas Tech),18:28:out(Aidas Tech),20:54:in(Aidas Tech),",2023-01-09 00:00:00,03:05,0,1,04:06
22,00028,00028,GS,09:30,23:30,15:37,20:54,5:17,00:00,5:17,6:07,2:35,Present ,"15:37:in(Aidas Tech),16:26:out(Aidas Tech),16:28:(Aidas Tech),16:28:(Aidas Tech),17:40:in(Aidas Tech),18:28:out(Aidas Tech),20:42:in(Aidas Tech),20:43:(Aidas Tech),20:54:out(Aidas Tech),",2023-01-09 00:00:00,01:48,0,3,03:29
23,00030,00030,GS,09:30,23:30,10:13,19:45,9:32,00:00,9:32,00:43,3:44,Present ,"10:13:in(Aidas Tech),13:10:out(Aidas Tech),14:04:in(Aidas Tech),15:15:out(Aidas Tech),15:20:in(Aidas Tech),16:00:out(Aidas Tech),16:08:in(Aidas Tech),19:45:out(Aidas Tech),",2023-01-09 00:00:00,08:25,0,0,01:07
26,00034,00034,GS,09:30,23:30,10:25,18:02,7:37,00:00,7:37,00:55,5:27,Present ,"10:25:in(Aidas Tech),10:46:out(Aidas Tech),10:51:in(Aidas Tech),13:10:out(Aidas Tech),14:04:in(Aidas Tech),14:04:(Aidas Tech),17:00:out(Aidas Tech),17:05:(Aidas Tech),18:02:in(Aidas Tech),",2023-01-09 00:00:00,05:36,0,2,02:01
28,00036,00036,GS,09:30,23:30,13:52,20:26,6:34,00:00,6:34,4:22,3:03,Present ,"13:52:in(Aidas Tech),15:06:out(Aidas Tech),15:08:(Aidas Tech),15:10:(Aidas Tech),15:16:in(Aidas Tech),15:55:out(Aidas Tech),16:03:in(Aidas Tech),16:52:out(Aidas Tech),16:53:(Aidas Tech),17:31:in(Aidas Tech),17:36:(Aidas Tech),19:13:out(Aidas Tech),19:20:in(Aidas Tech),19:20:(Aidas Tech),20:16:out(Aidas Tech),20:18:(Aidas Tech),20:26:in(Aidas Tech),",2023-01-09 00:00:00,05:15,0,6,01:19
31,00041,00041,GS,09:30,23:30,09:09,19:08,9:39,00:00,9:39,00:00,4:21,Present ,"09:09:in(Aidas Tech),09:09:(Aidas Tech),09:11:(Aidas Tech),09:11:(Aidas Tech),09:13:(Aidas Tech),09:13:(Aidas Tech),13:10:out(Aidas Tech),13:56:in(Aidas Tech),13:56:(Aidas Tech),13:57:(Aidas Tech),14:00:(Aidas Tech),14:00:(Aidas Tech),15:51:out(Aidas Tech),16:09:in(Aidas Tech),16:35:out(Aidas Tech),16:42:in(Aidas Tech),16:42:(Aidas Tech),19:08:out(Aidas Tech),",2023-01-09 00:00:00,08:40,0,10,00:59
7,00005,00005,GS,09:30,23:30,14:09,21:05,6:56,00:00,6:56,4:39,2:24,Present ,"14:09:in(Aidas Tech),14:09:(Aidas Tech),15:40:out(Aidas Tech),15:56:in(Aidas Tech),16:55:out(Aidas Tech),16:56:(Aidas Tech),18:15:in(Aidas Tech),19:09:out(Aidas Tech),21:05:in(Aidas Tech),",2023-01-10 00:00:00,03:24,0,2,03:32
8,006,006,GS,09:30,23:30,14:13,19:01,4:48,00:00,4:48,4:43,4:28,Present ,"14:13:in(Aidas Tech),19:01:out(Aidas Tech),",2023-01-10 00:00:00,04:48,0,0,00:00
9,007,007,GS,09:30,23:30,09:24,18:46,9:17,00:00,9:17,00:00,4:43,Present ,"09:24:in(Aidas Tech),13:30:out(Aidas Tech),14:29:in(Aidas Tech),16:52:out(Aidas Tech),17:35:in(Aidas Tech),18:46:out(Aidas Tech),",2023-01-10 00:00:00,07:40,0,0,01:37
10,00007,00007,GS,09:30,23:30,10:29,21:45,11:16,00:00,11:16,00:59,1:44,Present ,"10:29:in(Aidas Tech),10:29:(Aidas Tech),11:36:out(Aidas Tech),11:44:in(Aidas Tech),18:02:out(Aidas Tech),18:31:in(Aidas Tech),18:53:out(Aidas Tech),19:00:in(Aidas Tech),20:39:out(Aidas Tech),20:45:in(Aidas Tech),21:45:out(Aidas Tech),",2023-01-10 00:00:00,10:26,0,1,00:50
11,0008,0008,GS,09:30,23:30,11:20,20:17,8:57,00:00,8:57,1:50,3:12,Present ,"11:20:in(Aidas Tech),11:51:out(Aidas Tech),11:55:(Aidas Tech),13:20:in(Aidas Tech),14:09:out(Aidas Tech),17:46:in(Aidas Tech),18:31:out(Aidas Tech),20:01:in(Aidas Tech),20:01:(Aidas Tech),20:17:out(Aidas Tech),",2023-01-10 00:00:00,02:21,0,2,06:36
12,0009,0009,GS,09:30,23:30,10:13,19:01,8:48,00:00,8:48,00:43,4:28,Present ,"10:13:in(Aidas Tech),10:13:(Aidas Tech),10:22:out(Aidas Tech),10:25:(Aidas Tech),10:25:(Aidas Tech),12:11:in(Aidas Tech),12:16:(Aidas Tech),12:16:(Aidas Tech),13:20:out(Aidas Tech),14:15:in(Aidas Tech),14:15:(Aidas Tech),15:26:out(Aidas Tech),15:30:(Aidas Tech),17:10:in(Aidas Tech),17:23:out(Aidas Tech),19:01:in(Aidas Tech),",2023-01-10 00:00:00,02:37,0,7,06:11
13,010,010,GS,09:30,23:30,09:26,18:50,9:21,00:00,9:21,00:00,4:40,Present ,"09:26:in(Aidas Tech),09:26:(Aidas Tech),09:27:(Aidas Tech),09:29:(Aidas Tech),09:29:(Aidas Tech),11:15:out(Aidas Tech),11:17:(Aidas Tech),12:13:in(Aidas Tech),12:20:out(Aidas Tech),13:30:in(Aidas Tech),14:31:out(Aidas Tech),14:31:(Aidas Tech),16:56:in(Aidas Tech),17:44:out(Aidas Tech),18:50:in(Aidas Tech),",2023-01-10 00:00:00,03:42,0,6,05:39
14,00015,00015,GS,09:30,23:30,10:37,21:45,11:08,00:00,11:08,1:07,1:44,Present ,"10:37:in(Aidas Tech),11:40:out(Aidas Tech),11:57:in(Aidas Tech),12:53:out(Aidas Tech),13:30:in(Aidas Tech),14:38:out(Aidas Tech),14:41:(Aidas Tech),16:21:in(Aidas Tech),16:32:out(Aidas Tech),17:31:in(Aidas Tech),20:24:out(Aidas Tech),20:28:(Aidas Tech),21:10:in(Aidas Tech),21:45:out(Aidas Tech),",2023-01-10 00:00:00,06:46,0,2,04:22
16,00018,00018,GS,09:30,23:30,08:41,16:24,6:55,00:00,6:55,00:00,7:05,Present ,"08:41:in(Aidas Tech),12:49:out(Aidas Tech),13:30:in(Aidas Tech),14:20:out(Aidas Tech),14:30:in(Aidas Tech),16:24:out(Aidas Tech),",2023-01-10 00:00:00,06:52,0,0,00:03
17,00019,00019,GS,09:30,23:30,13:05,21:01,7:56,00:00,7:56,3:35,2:28,Present ,"13:05:in(Aidas Tech),13:20:out(Aidas Tech),13:57:in(Aidas Tech),15:05:out(Aidas Tech),15:08:(Aidas Tech),15:57:in(Aidas Tech),16:03:out(Aidas Tech),17:10:in(Aidas Tech),17:22:out(Aidas Tech),19:44:in(Aidas Tech),19:48:(Aidas Tech),21:01:out(Aidas Tech),",2023-01-10 00:00:00,02:54,0,2,05:02
18,00021,00021,GS,09:30,23:30,10:58,16:24,5:26,00:00,5:26,1:28,7:05,Present ,"10:58:in(Aidas Tech),12:49:out(Aidas Tech),13:30:in(Aidas Tech),13:30:(Aidas Tech),14:20:out(Aidas Tech),14:30:in(Aidas Tech),16:24:out(Aidas Tech),",2023-01-10 00:00:00,04:35,0,1,00:51
19,00024,00024,GS,09:30,23:30,15:01,21:45,6:40,00:00,6:40,5:31,1:48,Present ,"15:01:in(Aidas Tech),17:49:out(Aidas Tech),18:31:in(Aidas Tech),21:10:out(Aidas Tech),21:41:in(Aidas Tech),21:45:(Aidas Tech),",2023-01-10 00:00:00,05:27,0,1,01:13
20,00026,00026,GS,09:30,23:30,14:10,21:01,6:51,00:00,6:51,4:40,2:28,Present ,"14:10:in(Aidas Tech),14:10:(Aidas Tech),15:26:out(Aidas Tech),15:30:(Aidas Tech),16:51:in(Aidas Tech),17:35:out(Aidas Tech),17:35:(Aidas Tech),21:01:in(Aidas Tech),",2023-01-10 00:00:00,02:00,0,3,04:51
22,00028,00028,GS,09:30,23:30,15:42,21:24,5:42,00:00,5:42,6:12,2:05,Present ,"15:42:in(Aidas Tech),16:51:out(Aidas Tech),17:35:in(Aidas Tech),21:24:out(Aidas Tech),",2023-01-10 00:00:00,04:58,0,0,00:44
23,00030,00030,GS,09:30,23:30,10:29,19:39,9:10,00:00,9:10,00:59,3:50,Present ,"10:29:in(Aidas Tech),13:30:out(Aidas Tech),14:29:in(Aidas Tech),16:51:out(Aidas Tech),17:35:in(Aidas Tech),19:39:out(Aidas Tech),",2023-01-10 00:00:00,07:27,0,0,01:43
24,00031,00031,GS,09:30,23:30,11:57,17:44,5:47,00:00,5:47,2:27,5:45,Present ,"11:57:in(Aidas Tech),13:57:out(Aidas Tech),14:31:in(Aidas Tech),14:31:(Aidas Tech),17:09:out(Aidas Tech),17:44:in(Aidas Tech),",2023-01-10 00:00:00,04:38,0,1,01:09
26,00034,00034,GS,09:30,23:30,10:44,18:46,8:02,00:00,8:02,1:14,4:43,Present ,"10:44:in(Aidas Tech),13:30:out(Aidas Tech),14:15:in(Aidas Tech),14:15:(Aidas Tech),16:47:out(Aidas Tech),17:02:in(Aidas Tech),17:02:(Aidas Tech),17:09:out(Aidas Tech),17:31:in(Aidas Tech),18:46:out(Aidas Tech),",2023-01-10 00:00:00,06:40,0,2,01:22
28,00036,00036,GS,09:30,23:30,14:13,19:01,4:48,00:00,4:48,4:43,4:28,Present ,"14:13:in(Aidas Tech),15:42:out(Aidas Tech),15:47:in(Aidas Tech),17:11:out(Aidas Tech),17:23:in(Aidas Tech),18:24:out(Aidas Tech),18:32:in(Aidas Tech),19:01:out(Aidas Tech),",2023-01-10 00:00:00,04:23,0,0,00:25
31,00041,00041,GS,09:30,23:30,09:26,18:50,9:21,00:00,9:21,00:00,4:39,Present ,"09:26:in(Aidas Tech),09:26:(Aidas Tech),09:27:(Aidas Tech),09:29:(Aidas Tech),09:29:(Aidas Tech),12:53:out(Aidas Tech),12:58:in(Aidas Tech),13:30:out(Aidas Tech),14:31:in(Aidas Tech),14:31:(Aidas Tech),16:56:out(Aidas Tech),17:44:in(Aidas Tech),18:50:out(Aidas Tech),",2023-01-10 00:00:00,07:27,0,5,01:54
6,0003,0003,GS,09:30,23:30,12:27,22:04,9:37,00:00,9:37,2:57,1:25,Present ,"12:27:in(Aidas Tech),12:49:out(Aidas Tech),12:52:(Aidas Tech),13:46:in(Aidas Tech),14:18:out(Aidas Tech),16:36:in(Aidas Tech),17:34:out(Aidas Tech),17:34:(Aidas Tech),20:14:in(Aidas Tech),20:30:out(Aidas Tech),22:04:in(Aidas Tech),",2023-01-11 00:00:00,02:08,0,2,07:29
7,00005,00005,GS,09:30,23:30,12:00,20:29,8:29,00:00,8:29,2:30,3:00,Present ,"12:00:in(Aidas Tech),13:18:out(Aidas Tech),14:07:in(Aidas Tech),14:07:(Aidas Tech),14:08:(Aidas Tech),14:33:out(Aidas Tech),16:44:in(Aidas Tech),17:21:out(Aidas Tech),20:29:in(Aidas Tech),",2023-01-11 00:00:00,02:20,0,2,06:09
8,006,006,GS,09:30,23:30,14:14,21:04,6:50,00:00,6:50,4:44,2:25,Present ,"14:14:in(Aidas Tech),16:38:out(Aidas Tech),17:22:in(Aidas Tech),20:17:out(Aidas Tech),20:20:(Aidas Tech),21:04:in(Aidas Tech),",2023-01-11 00:00:00,05:19,0,1,01:31
9,007,007,GS,09:30,23:30,09:19,20:13,10:44,00:00,10:44,00:00,3:16,Present ,"09:19:in(Aidas Tech),10:04:out(Aidas Tech),10:04:(Aidas Tech),10:10:in(Aidas Tech),10:11:(Aidas Tech),10:48:out(Aidas Tech),11:11:in(Aidas Tech),13:18:out(Aidas Tech),14:06:in(Aidas Tech),16:37:out(Aidas Tech),17:23:in(Aidas Tech),18:40:out(Aidas Tech),18:43:(Aidas Tech),20:13:in(Aidas Tech),",2023-01-11 00:00:00,07:17,0,3,03:27
10,00007,00007,GS,09:30,23:30,14:26,19:45,5:19,00:00,5:19,4:56,3:44,Present ,"14:26:in(Aidas Tech),15:31:out(Aidas Tech),15:34:(Aidas Tech),15:34:(Aidas Tech),15:35:(Aidas Tech),15:36:in(Aidas Tech),16:36:out(Aidas Tech),17:21:in(Aidas Tech),18:25:out(Aidas Tech),18:35:in(Aidas Tech),19:45:out(Aidas Tech),",2023-01-11 00:00:00,04:19,0,3,01:00
11,0008,0008,GS,09:30,23:30,11:38,20:34,8:56,00:00,8:56,2:08,2:55,Present ,"11:38:in(Aidas Tech),13:19:out(Aidas Tech),14:06:in(Aidas Tech),15:55:out(Aidas Tech),16:08:in(Aidas Tech),16:58:out(Aidas Tech),17:01:(Aidas Tech),18:20:in(Aidas Tech),18:25:(Aidas Tech),19:38:out(Aidas Tech),20:11:in(Aidas Tech),20:34:out(Aidas Tech),",2023-01-11 00:00:00,05:56,0,2,03:00
12,0009,0009,GS,09:30,23:30,10:12,19:14,9:02,00:00,9:02,00:42,4:15,Present ,"10:12:in(Aidas Tech),10:13:(Aidas Tech),11:24:out(Aidas Tech),11:29:in(Aidas Tech),13:18:out(Aidas Tech),14:07:in(Aidas Tech),15:42:out(Aidas Tech),15:54:in(Aidas Tech),15:54:(Aidas Tech),16:38:out(Aidas Tech),17:23:in(Aidas Tech),18:36:out(Aidas Tech),18:57:in(Aidas Tech),19:14:out(Aidas Tech),",2023-01-11 00:00:00,06:49,0,2,02:13
13,010,010,GS,09:30,23:30,09:32,19:11,9:39,00:00,9:39,00:00,4:18,Present ,"09:32:in(Aidas Tech),09:32:(Aidas Tech),10:10:out(Aidas Tech),10:10:(Aidas Tech),10:48:in(Aidas Tech),11:11:out(Aidas Tech),12:46:in(Aidas Tech),12:55:out(Aidas Tech),12:55:(Aidas Tech),13:18:in(Aidas Tech),14:00:out(Aidas Tech),14:15:in(Aidas Tech),14:19:(Aidas Tech),15:59:out(Aidas Tech),16:00:(Aidas Tech),16:00:(Aidas Tech),17:48:in(Aidas Tech),19:11:out(Aidas Tech),",2023-01-11 00:00:00,04:55,0,6,04:44
14,00015,00015,GS,09:30,23:30,11:36,20:30,8:54,00:00,8:54,2:06,2:59,Present ,"11:36:in(Aidas Tech),14:18:out(Aidas Tech),15:32:in(Aidas Tech),15:34:(Aidas Tech),17:34:out(Aidas Tech),20:14:in(Aidas Tech),20:30:out(Aidas Tech),",2023-01-11 00:00:00,04:58,0,1,03:56
15,00017,00039,GS,09:30,23:30,09:24,17:07,7:38,00:00,7:38,00:00,6:22,Present ,"09:24:in(Aidas Tech),10:54:out(Aidas Tech),11:46:in(Aidas Tech),12:31:out(Aidas Tech),12:34:(Aidas Tech),13:44:in(Aidas Tech),14:45:out(Aidas Tech),15:41:in(Aidas Tech),16:02:out(Aidas Tech),17:07:in(Aidas Tech),",2023-01-11 00:00:00,03:37,0,1,04:01
16,00018,00018,GS,09:30,23:30,08:16,17:01,7:32,00:00,7:32,00:00,6:28,Present ,"08:16:in(Aidas Tech),09:26:out(Aidas Tech),09:39:in(Aidas Tech),10:49:out(Aidas Tech),11:15:in(Aidas Tech),11:15:(Aidas Tech),13:19:out(Aidas Tech),14:07:in(Aidas Tech),15:40:out(Aidas Tech),15:44:(Aidas Tech),16:39:in(Aidas Tech),16:55:out(Aidas Tech),17:01:in(Aidas Tech),",2023-01-11 00:00:00,06:13,0,2,01:19
17,00019,00019,GS,09:30,23:30,12:35,21:04,8:29,00:00,8:29,3:05,2:25,Present ,"12:35:in(Aidas Tech),13:17:out(Aidas Tech),14:07:in(Aidas Tech),16:37:out(Aidas Tech),17:23:in(Aidas Tech),21:04:out(Aidas Tech),",2023-01-11 00:00:00,06:53,0,0,01:36
19,00024,00024,GS,09:30,23:30,14:26,20:39,6:13,00:00,6:13,4:56,2:50,Present ,"14:26:in(Aidas Tech),16:37:out(Aidas Tech),17:21:in(Aidas Tech),19:38:out(Aidas Tech),20:11:in(Aidas Tech),20:39:out(Aidas Tech),",2023-01-11 00:00:00,04:56,0,0,01:17
20,00026,00026,GS,09:30,23:30,14:24,21:04,6:40,00:00,6:40,4:54,2:25,Present ,"14:24:in(Aidas Tech),16:37:out(Aidas Tech),17:23:in(Aidas Tech),19:00:out(Aidas Tech),19:04:(Aidas Tech),20:17:in(Aidas Tech),20:17:(Aidas Tech),20:20:(Aidas Tech),21:04:out(Aidas Tech),",2023-01-11 00:00:00,04:34,0,3,02:06
21,00027,00027,GS,09:30,23:30,12:45,21:02,8:17,00:00,8:17,3:15,2:27,Present ,"12:45:in(Aidas Tech),13:19:out(Aidas Tech),14:06:in(Aidas Tech),14:52:out(Aidas Tech),14:56:(Aidas Tech),15:42:in(Aidas Tech),15:48:out(Aidas Tech),16:21:in(Aidas Tech),16:25:(Aidas Tech),16:29:out(Aidas Tech),17:24:in(Aidas Tech),18:10:out(Aidas Tech),18:11:(Aidas Tech),18:59:in(Aidas Tech),19:18:out(Aidas Tech),19:18:(Aidas Tech),20:01:in(Aidas Tech),20:02:(Aidas Tech),21:02:out(Aidas Tech),",2023-01-11 00:00:00,03:35,0,5,04:42
22,00028,00028,GS,09:30,23:30,15:58,21:05,5:07,00:00,5:07,6:28,2:24,Present ,"15:58:in(Aidas Tech),16:38:out(Aidas Tech),17:22:in(Aidas Tech),19:48:out(Aidas Tech),20:09:in(Aidas Tech),20:16:out(Aidas Tech),20:20:(Aidas Tech),21:05:in(Aidas Tech),",2023-01-11 00:00:00,03:13,0,1,01:54
23,00030,00030,GS,09:30,23:30,09:56,19:45,9:49,00:00,9:49,00:26,3:44,Present ,"09:56:in(Aidas Tech),12:03:out(Aidas Tech),12:06:(Aidas Tech),13:18:in(Aidas Tech),14:06:out(Aidas Tech),16:37:in(Aidas Tech),17:21:out(Aidas Tech),19:45:in(Aidas Tech),",2023-01-11 00:00:00,03:39,0,1,06:10
24,00031,00031,GS,09:30,23:30,11:51,19:07,7:16,00:00,7:16,2:21,4:22,Present ,"11:51:in(Aidas Tech),13:18:out(Aidas Tech),14:00:in(Aidas Tech),14:08:out(Aidas Tech),14:30:in(Aidas Tech),14:30:(Aidas Tech),15:45:out(Aidas Tech),15:50:(Aidas Tech),16:37:in(Aidas Tech),17:43:out(Aidas Tech),19:07:in(Aidas Tech),",2023-01-11 00:00:00,03:56,0,2,03:20
